"Perimenopause: Symptoms, Treatments, Weight Gain, and More",http://www.webmd.com/menopause/guide/guide-perimenopause,"[True, 'ly, <a class=""Article"" href=""http://www.webmd.com/cancer/default.htm"" onclick=""return sl(this,\'\',\'embd-lnk\');""']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/menopause/guide/guide-perimenopause', 'http://www.webmd.com/menopause/default.htm', 'http://www.webmd.com/women/guide/normal-testosterone-and-estrogen-levels-in-women', 'http://www.webmd.com/menopause/ss/slideshow-menopause-overview', 'http://www.webmd.com/women/video/corio-perimenopause', 'http://www.webmd.com/drugs/2/drug-6028/esterified+estrogens+oral/details', 'http://www.webmd.com/menopause/guide/menopause-weight-gain-and-exercise-tips', 'http://www.webmd.com/menopause/guide/menopause-weight-gain-and-exercise-tips', 'http://www.webmd.com/menopause/guide/guide-perimenopause', 'http://www.webmd.com/menopause/default.htm', 'http://www.webmd.com/women/guide/normal-testosterone-and-estrogen-levels-in-women', 'http://www.webmd.com/menopause/ss/slideshow-menopause-overview', 'http://www.webmd.com/women/video/corio-perimenopause', 'http://www.webmd.com/drugs/2/drug-6028/esterified+estrogens+oral/details', 'http://www.webmd.com/menopause/guide/menopause-weight-gain-and-exercise-tips', 'http://www.webmd.com/menopause/guide/menopause-weight-gain-and-exercise-tips', 'http://www.webmd.com/women/rm-quiz-period-normal', 'http://www.webmd.com/sex/birth-control/birth-control-pills', 'http://www.webmd.com/baby/default.htm', 'http://www.webmd.com/women/uterine-fibroids/default.htm', 'http://www.webmd.com/heart/anatomy-picture-of-blood', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/a-to-z-guides/rm-quiz-blood-basics', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Menopause and Perimenopause Overview Slideshow: Symptoms, Treatment, Hot Flashes and More",http://www.webmd.com/menopause/ss/slideshow-menopause-overview,"[True, 'f heart attacks, strokes, blood clots, and breast cancer<b>.</b></p>, <p>""Bioidentical hormone therapy"" for me']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Menopause and Perimenopause Overview Slideshow: Symptoms, Treatment, Hot Flashes and More",http://www.webmd.com/menopause/slideshow-menopause-overview,"[True, 'f heart attacks, strokes, blood clots, and breast cancer<b>.</b></p>, <p>""Bioidentical hormone therapy"" for me']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
8 Causes of Night Sweats: Menopause and More,http://www.webmd.com/menopause/guide/8-causes-of-night-sweats,"[True, 'is,\'\',\'embd-lnk\');"">HIV</a> infection.</li><li><b>Cancers.</b> Night sweats are an early symptom of some cance']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/menopause/guide/8-causes-of-night-sweats', 'http://www.webmd.com/skin-problems-and-treatments/sweating-assessment/default.htm', 'http://www.webmd.com/sleep-disorders/default.htm', 'http://www.webmd.com/menopause/guide/menopause-hot-flashes', 'http://www.webmd.com/menopause/default.htm', 'http://www.webmd.com/menopause/ss/slideshow-menopause-overview', 'http://www.webmd.com/skin-problems-and-treatments/hyperhidrosis2', 'http://www.webmd.com/beauty/sweating-too-much-11/slideshow-stop-sweating-tips', 'http://www.webmd.com/a-to-z-guides/understanding-tuberculosis-basics', 'http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections', 'http://www.webmd.com/heart/picture-of-the-heart', 'http://www.webmd.com/pain-management/osteomyeltis-treatment-diagnosis-symptoms', 'http://www.webmd.com/hiv-aids/default.htm', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/cancer/lymphoma/lymphoma-cancer', 'http://www.webmd.com/cancer/rm-quiz-cancer-myths-facts', 'http://www.webmd.com/diet/default.htm', 'http://www.webmd.com/first-aid/fevers-causes-symptoms-treatments', 'http://www.webmd.com/drugs/index-drugs.aspx', 'http://www.webmd.com/depression/depression-medications-antidepressants', 'http://www.webmd.com/depression/antidepressants-9/slideshow-antidepressants', 'http://www.webmd.com/drugs/mono-3-ASPIRIN+-+ORAL.aspx?drugid=1082&drugname=Aspirin+Oral', 'http://www.webmd.com/drugs/2/drug-362/acetaminophen+oral/details', 'http://www.webmd.com/diabetes/controlling-diabetes-11/slideshow-control-your-blood-sugars', 'http://www.webmd.com/diabetes/diabetes-hypoglycemia', 'http://www.webmd.com/diabetes/guide/diabetes-types-insulin', 'http://www.webmd.com/diabetes/default.htm', 'http://www.webmd.com/cancer/carcinoid-syndrome', 'http://www.webmd.com/women/overactive-thyroid-hyperthyroidism', 'http://www.webmd.com/brain/syringomyelia-10931', 'http://www.webmd.com/stroke/default.htm', 'http://www.webmd.com/diabetes/tc/diabetic-autonomic-neuropathy-topic-overview', 'http://www.webmd.com/menopause/guide/8-causes-of-night-sweats', 'http://www.webmd.com/skin-problems-and-treatments/sweating-assessment/default.htm', 'http://www.webmd.com/sleep-disorders/default.htm', 'http://www.webmd.com/menopause/guide/menopause-hot-flashes', 'http://www.webmd.com/menopause/slideshow-menopause-overview', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Potassium Supplements: Benefits, Potassium Deficiency, Dosage, and More",http://www.webmd.com/vitamins-and-supplements/lifestyle-guide-11/supplement-guide-potassium,"[True, ');"">arthritis</a>,  <a href=""http://www.webmd.com/cancer/default.htm"" onclick=""return sl(this,\'\',\'embd-lnk\');""']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/vitamins-and-supplements/lifestyle-guide-11/supplement-guide-potassium', 'http://www.webmd.com/heart/picture-of-the-heart', 'http://www.webmd.com/urinary-incontinence-oab/picture-of-the-kidneys', 'http://www.webmd.com/a-to-z-guides/hypokalemia', 'http://www.webmd.com/hypertension-high-blood-pressure/default.htm', 'http://www.webmd.com/heart-disease/default.htm', 'http://www.webmd.com/stroke/default.htm', 'http://www.webmd.com/arthritis/default.htm', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/digestive-disorders/default.htm', 'http://www.webmd.com/infertility-and-reproduction/default.htm', 'http://www.webmd.com/vitamins-and-supplements/lifestyle-guide-11/default.htm', 'http://www.webmd.com/vitamins-and-supplements/supplements-assessment/default.htm', 'http://www.webmd.com/hypertension-high-blood-pressure/ss/slideshow-hypertension-overview', 'http://www.webmd.com/stroke/ss/slideshow-stroke-overview', 'http://www.webmd.com/baby/default.htm', 'http://www.webmd.com/parenting/baby/nursing-basics', 'http://www.webmd.com/men/video/lamm-supplements-diet', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
Understanding Addison's Disease -- the Basics,http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics,"[True, 'al glands. <a class="""" href=""http://www.webmd.com/cancer/default.htm"" onclick=""return sl(this,\'\',\'embd-lnk\');""']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/urinary-incontinence-oab/picture-of-the-kidneys', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics', 'http://www.webmd.com/drugs/index-drugs.aspx', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-symptoms', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-treatments', 'http://www.webmd.com/hypertension-high-blood-pressure/guide/diastolic-and-systolic-blood-pressure-know-your-numbers', 'http://www.webmd.com/a-to-z-guides/rm-quiz-kidneys', 'http://www.webmd.com/heart/anatomy-picture-of-blood', 'http://www.webmd.com/urinary-incontinence-oab/picture-of-the-kidneys', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics', 'http://www.webmd.com/drugs/index-drugs.aspx', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-symptoms', 'http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-treatments', 'http://www.webmd.com/hypertension-high-blood-pressure/guide/diastolic-and-systolic-blood-pressure-know-your-numbers', 'http://www.webmd.com/a-to-z-guides/rm-quiz-kidneys', 'http://www.webmd.com/heart/anatomy-picture-of-blood', 'http://www.webmd.com/a-to-z-guides/autoimmune-diseases', 'http://www.webmd.com/a-to-z-guides/understanding-tuberculosis-basics', 'http://www.webmd.com/hiv-aids/default.htm', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/men/video/dirty-truth-handwashing', 'http://www.webmd.com/men/video/dirty-truth-handwashing', 'http://www.webmd.com/video/causes-cures-bad-breath', 'http://www.webmd.com/video/causes-cures-bad-breath', 'http://www.webmd.com/video/dangers-gum-disease', 'http://www.webmd.com/video/dangers-gum-disease', 'http://www.webmd.com/beauty/video/hair-care-shampoo', 'http://www.webmd.com/beauty/video/hair-care-shampoo', 'http://www.webmd.com/oral-health/video/laugh-therapy-1', 'http://www.webmd.com/oral-health/video/laugh-therapy-1', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
Thyroid Nodules-Topic Overview,http://www.webmd.com/women/tc/thyroid-nodules-topic-overview,"[True, ""ur body uses energy. Most thyroid nodules are not cancer\r\n\t\t  and do not cause problems. Many don't even need ""]","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/hw-popup/thyroid-gland-7329', 'http://www.webmd.com/hw-popup/thyroxine-t4', 'http://www.webmd.com/hw-popup/ct-or-cat-scan', 'http://www.webmd.com/hw-popup/ultrasound', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Prednisone Intensol oral : Uses, Side Effects, Interactions, Pictures, Warnings  Dosing - WebMD",http://www.webmd.com/drugs/2/drug-14590/prednisone+intensol+oral/details,"[True, 'lid=""091e9c5e806179e7"" href=""http://www.webmd.com/cancer/lymphoma/blood-disorder-types-and-treatment"" keywordi']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/arthritis/default.htm', 'http://www.webmd.com/cancer/lymphoma/blood-disorder-types-and-treatment', 'http://www.webmd.com/lung/breathing-problems-causes-tests-treatments', 'http://www.webmd.com/allergies/default.htm', 'http://www.webmd.com/skin-problems-and-treatments/picture-of-the-skin', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/eye-health/common-eye-problems', 'http://www.webmd.com/a-to-z-guides/autoimmune-diseases', 'http://www.webmd.com/drugs/index-drugs.aspx', 'http://www.webmd.com/oral-health/anatomy-of-the-mouth', 'http://www.webmd.com/digestive-disorders/picture-of-the-stomach', 'http://www.webmd.com/a-to-z-guides/weakness-and-fatigue-topic-overview', 'http://www.webmd.com/diet/default.htm', 'http://www.webmd.com/digestive-disorders/digestive-diseases-nausea-vomiting', 'http://www.webmd.com/pain-management/guide/myofascial-pain-syndrome', 'http://www.webmd.com/migraines-headaches/default.htm', 'http://www.webmd.com/first-aid/understanding-dizziness-basics', 'http://www.webmd.com/children/ss/nausea-vomiting-remedies-treatment', 'http://www.webmd.com/heartburn-gerd/default.htm', 'http://www.webmd.com/sleep-disorders/default.htm', 'http://www.webmd.com/skin-problems-and-treatments/hyperhidrosis2', 'http://www.webmd.com/skin-problems-and-treatments/acne/default.htm', 'http://www.webmd.com/pain-management/muscle-spasms-cramps-charley-horse', 'http://www.webmd.com/heart-disease/guide/what-causes-heart-palpitations', 'http://www.webmd.com/fitness-exercise/picture-of-the-ankle', 'http://www.webmd.com/diet/ss/slideshow-weight-gain-shockers', 'http://www.webmd.com/cold-and-flu/understanding-sore-throat-basics', 'http://www.webmd.com/eye-health/default.htm', 'http://www.webmd.com/eye-health/ss/slideshow-healthier-eyes', 'http://www.webmd.com/pain-management/guide/abdominal-pain-causes-treatments', 'http://www.webmd.com/depression/default.htm', 'http://www.webmd.com/epilepsy/understanding-seizures-basics', 'http://www.webmd.com/diabetes/blood-glucose', 'http://www.webmd.com/diabetes/default.htm', 'http://www.webmd.com/diabetes/ss/slideshow-blood-sugar-swings', 'http://www.webmd.com/diabetes/diabetes-health-check/default.htm', 'http://www.webmd.com/heart/anatomy-picture-of-blood', 'http://www.webmd.com/fitness-exercise/default.htm', 'http://www.webmd.com/allergies/guide/allergic-reaction-causes', 'http://www.webmd.com/allergies/anaphylaxis-15/slideshow-allergy-triggers', 'http://www.webmd.com/skin-problems-and-treatments/guide/common-rashes', 'http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-pruritus', 'http://www.webmd.com/oral-health/picture-of-the-tongue', 'http://www.webmd.com/allergies/allergy-relief-10/slideshow-allergy-myths-facts', 'http://www.webmd.com/hypertension-high-blood-pressure/default.htm', 'http://www.webmd.com/women/guide/understanding-thyroid-problems-basics', 'http://www.webmd.com/a-to-z-guides/understanding-kidney-disease-basic-information', 'http://www.webmd.com/brain/tc/Diverticulitis-Topic-Overview', 'http://www.webmd.com/mental-health/mood-disorders', 'http://www.webmd.com/about-webmd-policies/about-terms-and-conditions-of-use?ss=ftr', 'http://www.webmd.com/about-webmd-policies/about-privacy-policy', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"IBD Pictures: Crohn's and Ulcerative Colitis Symptoms, Causes, and Treatments",http://www.webmd.com/ibd-crohns-disease/ss/slideshow-inflammatory-bowel-overview,"[True, 'ight years have a higher risk of developing colon cancer. The risk is even greater when inflammation affects t']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Psoriasis Pictures: Symptoms, Causes, Treatments, and More",http://www.webmd.com/skin-problems-and-treatments/psoriasis/ss/slideshow-psor-overview,"[True, 'a, and fatigue. Either treatment may lead to skin cancer.</p>, <p>Lasers are a new twist on phototherapy. They']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/stephanie-s-gardner', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Hashimoto's Thyroiditis: Symptoms, Causes, and Treatments",http://www.webmd.com/women/hashimotos-thyroiditis-symptoms-causes-treatments,"[True, '>\n<strong>\n<a class="""" href=""http://www.webmd.com/cancer/what-to-expect-from-radiation-therapy"" onclick=""retur']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/women/autoimmune-thyroiditis', 'http://www.webmd.com/women/hashimotos-thyroiditis-symptoms-causes-treatments', 'http://www.webmd.com/a-to-z-guides/autoimmune-diseases', 'http://www.webmd.com/women/picture-of-the-thyroid', 'http://www.webmd.com/women/hypothyroidism-underactive-thyroid-symptoms-causes-treatments', 'http://www.webmd.com/women/ss/slideshow-thyroid-symptoms-and-solutions', 'http://www.webmd.com/women/rm-quiz-thyroid-problem', 'http://www.webmd.com/fitness-exercise/how-to-boost-your-metabolism', 'http://www.webmd.com/heart-disease/pulse-measurement', 'http://www.webmd.com/women/autoimmune-thyroiditis', 'http://www.webmd.com/women/hashimotos-thyroiditis-symptoms-causes-treatments', 'http://www.webmd.com/a-to-z-guides/autoimmune-diseases', 'http://www.webmd.com/women/picture-of-the-thyroid', 'http://www.webmd.com/women/hypothyroidism-underactive-thyroid-symptoms-causes-treatments', 'http://www.webmd.com/women/ss/slideshow-thyroid-symptoms-and-solutions', 'http://www.webmd.com/women/rm-quiz-thyroid-problem', 'http://www.webmd.com/fitness-exercise/how-to-boost-your-metabolism', 'http://www.webmd.com/heart-disease/pulse-measurement', 'http://www.webmd.com/sex-relationships/default.htm', 'http://www.webmd.com/women/guide/understanding-thyroid-problems-basics', 'http://www.webmd.com/baby/guide/delivery-methods', 'http://www.webmd.com/cancer/what-to-expect-from-radiation-therapy', 'http://www.webmd.com/heart/anatomy-picture-of-blood', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/cancer/understanding-hodgkins-disease-basic-information', 'http://www.webmd.com/women/understanding-goiter-basics', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Hypothyroid Symptoms, Causes, and Treatments",http://www.webmd.com/women/hypothyroidism-underactive-thyroid-symptoms-causes-treatments,"[True, '>, <p>\n<b>\n<a class="""" href=""http://www.webmd.com/cancer/what-to-expect-from-radiation-therapy"" onclick=""retur']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/women/hypothyroidism-underactive-thyroid-symptoms-causes-treatments', 'http://www.webmd.com/women/picture-of-the-thyroid', 'http://www.webmd.com/women/ss/slideshow-foods-thyroid', 'http://www.webmd.com/women/ss/slideshow-thyroid-symptoms-and-solutions', 'http://www.webmd.com/women/rm-quiz-thyroid-problem', 'http://www.webmd.com/heart/picture-of-the-heart', 'http://www.webmd.com/brain/picture-of-the-brain', 'http://www.webmd.com/skin-problems-and-treatments/picture-of-the-skin', 'http://www.webmd.com/fitness-exercise/how-to-boost-your-metabolism', 'http://www.webmd.com/diet/ss/slideshow-boost-your-metabolism', 'http://www.webmd.com/fitness-exercise/rm-quiz-truth-about-metabolism', 'http://www.webmd.com/women/hypothyroidism-underactive-thyroid-symptoms-causes-treatments', 'http://www.webmd.com/women/picture-of-the-thyroid', 'http://www.webmd.com/women/ss/slideshow-foods-thyroid', 'http://www.webmd.com/women/ss/slideshow-thyroid-symptoms-and-solutions', 'http://www.webmd.com/women/rm-quiz-thyroid-problem', 'http://www.webmd.com/heart/picture-of-the-heart', 'http://www.webmd.com/brain/picture-of-the-brain', 'http://www.webmd.com/skin-problems-and-treatments/picture-of-the-skin', 'http://www.webmd.com/fitness-exercise/how-to-boost-your-metabolism', 'http://www.webmd.com/diet/ss/slideshow-boost-your-metabolism', 'http://www.webmd.com/fitness-exercise/rm-quiz-truth-about-metabolism', 'http://www.webmd.com/women/hashimotos-thyroiditis-symptoms-causes-treatments', 'http://www.webmd.com/a-to-z-guides/autoimmune-diseases', 'http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections', 'http://www.webmd.com/cancer/what-to-expect-from-radiation-therapy', 'http://www.webmd.com/cancer/lymphoma/default.htm', 'http://www.webmd.com/women/overactive-thyroid-hyperthyroidism', 'http://www.webmd.com/drugs/index-drugs.aspx', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/drugs/2/drug-4521/amiodarone+oral/details', 'http://www.webmd.com/drugs/2/drug-5215/cordarone+oral/details', 'http://www.webmd.com/vitamins-supplements/ingredientmono-1065-lithium.aspx?activeingredientid=1065&activeingredientname=lithium', 'http://www.webmd.com/drugs/2/drug-37/interferon+alfa-2b+injection/details', 'http://www.webmd.com/women/thyroid-surgery', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
Woman Gives Birth Using Ovary Tissue Frozen in Childhood – WebMD,http://www.webmd.com/infertility-and-reproduction/news/20150610/woman-gives-birth-using-ovary-tissue-frozen-in-childhood,"[True, 'n function, such as <a href=""http://www.webmd.com/cancer/"" onclick=""return sl(this,\'\',\'embd-lnk\');"">cancer</a>']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/baby/default.htm', 'http://www.webmd.com/baby/ss/slideshow-understanding-fertility-ovulation', 'http://www.webmd.com/cancer/', 'http://www.webmd.com/baby/getting-pregnant-15/rm-quiz-getting-pregnant', 'http://www.webmd.com/cancer/rm-quiz-cancer-myths-facts', 'http://www.webmd.com/a-to-z-guides/understanding-anemia-basics', 'http://www.webmd.com/cancer/bone-marrow-transplants', 'http://www.webmd.com/cancer/chemotherapy-what-to-expect', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
Slideshow: What Your Nails Say About Your Health,http://www.webmd.com/skin-problems-and-treatments/ss/slideshow-nails-and-health,"[True, 'used by melanoma, the most dangerous type of skin cancer.</p>, <p>Biting your nails may be nothing more than a']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
Understanding Encephalitis -- the Basics,http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics,"[True, 'ephalitis. <a class="""" href=""http://www.webmd.com/cancer/default.htm"" onclick=""return sl(this,\'\',\'embd-lnk\');""']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics', 'http://www.webmd.com/brain/picture-of-the-brain', 'http://www.webmd.com/epilepsy/understanding-seizures-basics', 'http://www.webmd.com/a-to-z-guides/weakness-and-fatigue-topic-overview', 'http://www.webmd.com/brain/ss/slideshow-concussions-brain-injuries', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-symptoms', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-treatment', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-prevention', 'http://www.webmd.com/brain/rm-quiz-amazing-brain', 'http://www.webmd.com/brain/video/brain-training', 'http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics', 'http://www.webmd.com/brain/picture-of-the-brain', 'http://www.webmd.com/epilepsy/understanding-seizures-basics', 'http://www.webmd.com/a-to-z-guides/weakness-and-fatigue-topic-overview', 'http://www.webmd.com/brain/ss/slideshow-concussions-brain-injuries', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-symptoms', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-treatment', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-prevention', 'http://www.webmd.com/brain/rm-quiz-amazing-brain', 'http://www.webmd.com/brain/video/brain-training', 'http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections', 'http://www.webmd.com/cold-and-flu/default.htm', 'http://www.webmd.com/genital-herpes/guide/skin-simplex-viruses', 'http://www.webmd.com/children/vaccines/measles-faq', 'http://www.webmd.com/children/tc/mumps-topic-overview', 'http://www.webmd.com/children/tc/rubella-german-measles-topic-overview', 'http://www.webmd.com/a-to-z-guides/west-nile-virus-topic-overview', 'http://www.webmd.com/genital-herpes/pain-management-herpes', 'http://www.webmd.com/genital-herpes/default.htm', 'http://www.webmd.com/brain/coma-types-causes-treatments-prognosis', 'http://www.webmd.com/skin-problems-and-treatments/picture-of-the-skin', 'http://www.webmd.com/skin-problems-and-treatments/ss/slideshow-cold-sores', 'http://www.webmd.com/brain/encephalitis-herpes-simplex', 'http://www.webmd.com/skin-problems-and-treatments/guide/understanding-cold-sores-basics', 'http://www.webmd.com/genital-herpes/ss/slideshow-genital-herpes', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/men/video/dirty-truth-handwashing', 'http://www.webmd.com/men/video/dirty-truth-handwashing', 'http://www.webmd.com/video/causes-cures-bad-breath', 'http://www.webmd.com/video/causes-cures-bad-breath', 'http://www.webmd.com/video/dangers-gum-disease', 'http://www.webmd.com/video/dangers-gum-disease', 'http://www.webmd.com/beauty/video/hair-care-shampoo', 'http://www.webmd.com/beauty/video/hair-care-shampoo', 'http://www.webmd.com/oral-health/video/laugh-therapy-1', 'http://www.webmd.com/oral-health/video/laugh-therapy-1', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
Insect Bites and Stings and Spider Bites-Topic Overview,http://www.webmd.com/first-aid/tc/insect-bites-and-stings-and-spider-bites-topic-overview,"[True, 'ed by the National\r\n<a href=""http://www.webmd.com/cancer/"" onclick=""return sl(this,\'\',\'embd-lnk\');"">Cancer</a>']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/first-aid/tc/common-stinging-or-biting-insects-or-spiders-topic-overview', 'http://www.webmd.com/first-aid/tc/insect-bites-and-stings-and-spider-bites-check-your-symptoms', 'http://www.webmd.com/cancer/', 'http://www.webmd.com/cancer/rm-quiz-cancer-myths-facts', 'http://www.webmd.com/cancer/health-check-cancer-risk/default.htm', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
New Meds OK’d for Hard-to-Treat IBS With Diarrhea,http://www.webmd.com/ibs/news/20150528/ibs-diarrhea-viberzi-xifaxan,"[True, ""<p>IBS isn't linked to more serious diseases like cancer, but the symptoms can be painful and may interfere wi""]","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/ibs/default.htm', 'http://www.webmd.com/digestive-disorders/digestive-diseases-diarrhea', 'http://www.webmd.com/drugs/drug-91340-xifaxan+oral.aspx', 'http://www.webmd.com/drugs/drug-91339-rifaximin+oral.aspx', 'http://www.webmd.com/ibs/ss/slideshow-ibs-overview', 'http://www.webmd.com/digestive-disorders/digestive-diseases-constipation', 'http://www.webmd.com/ibs/default.htm', 'http://www.webmd.com/digestive-disorders/digestive-diseases-diarrhea', 'http://www.webmd.com/drugs/drug-91340-xifaxan+oral.aspx', 'http://www.webmd.com/drugs/drug-91339-rifaximin+oral.aspx', 'http://www.webmd.com/ibs/ss/slideshow-ibs-overview', 'http://www.webmd.com/digestive-disorders/digestive-diseases-constipation', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Sunburn: Causes, Symptoms, and Treatment",http://www.webmd.com/skin-problems-and-treatments/guide/sunburn,"[True, 'Article"" href=""http://www.webmd.com/melanoma-skin-cancer/sun-skin-cancer"" onclick=""return sl(this,\'\',\'embd-lnk']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/melanoma-skin-cancer/sun-skin-cancer', 'http://www.webmd.com/skin-problems-and-treatments/picture-of-the-skin', 'http://www.webmd.com/skin-problems-and-treatments/guide/sunburn', 'http://www.webmd.com/melanoma-skin-cancer/sun-skin-cancer', 'http://www.webmd.com/skin-problems-and-treatments/picture-of-the-skin', 'http://www.webmd.com/skin-problems-and-treatments/guide/sunburn', 'http://www.webmd.com/melanoma-skin-cancer/ss/slideshow-sun-damaged-skin', 'http://www.webmd.com/melanoma-skin-cancer/default.htm', 'http://www.webmd.com/skin-problems-and-treatments/guide/understanding-blisters-basics', 'http://www.webmd.com/cold-and-flu/default.htm', 'http://www.webmd.com/digestive-disorders/digestive-diseases-nausea-vomiting', 'http://www.webmd.com/migraines-headaches/default.htm', 'http://www.webmd.com/a-to-z-guides/weakness-and-fatigue-topic-overview', 'http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-pruritus', 'http://www.webmd.com/beauty/face/ss/slideshow-complexion-care', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
